4.427940304898934087e-01,1.333087723458566132e-01,1.195949241671453722e-01
4.427485950504090884e-01,1.333628914317965541e-01,1.195889160150552383e-01
4.427026409173415722e-01,1.334173412356084720e-01,1.195828126353375154e-01
4.426561693645443274e-01,1.334720874786791134e-01,1.195766117131547290e-01
4.426091814859005602e-01,1.335270959814371106e-01,1.195703109065314601e-01
4.425616779480424645e-01,1.335823327994346277e-01,1.195639078090669077e-01
4.425136593331569501e-01,1.336377640359147634e-01,1.195574000017463612e-01
4.424651250731290730e-01,1.336933564896643500e-01,1.195507848982365895e-01
4.424160729210105947e-01,1.337490779745967306e-01,1.195440596680078932e-01
4.423665004383689481e-01,1.338048964394241702e-01,1.195372214545604300e-01
4.423164040317157375e-01,1.338607809061622689e-01,1.195302672704950525e-01
4.422657790502931285e-01,1.339167013792637306e-01,1.195231940085952765e-01
4.422146206654186673e-01,1.339726280592275776e-01,1.195159985446258288e-01
4.421629226719990258e-01,1.340285327298174067e-01,1.195086776295215258e-01
4.421106780785613588e-01,1.340843880793567700e-01,1.195012279428986079e-01
4.420578796487324991e-01,1.341401671580646215e-01,1.194936461499042368e-01
4.420045188311030326e-01,1.341958449762519490e-01,1.194859288396163260e-01
4.419505866182651954e-01,1.342513972239448294e-01,1.194780725747385530e-01
4.418960736637618791e-01,1.343068002476812961e-01,1.194700739123027433e-01
4.418409695149549399e-01,1.343620325365845747e-01,1.194619293908946722e-01
4.417852634906176967e-01,1.344170730249379386e-01,1.194536355455057264e-01
4.417289445232545630e-01,1.344719016986388183e-01,1.194451889321196808e-01
4.416720007863876307e-01,1.345265006099025107e-01,1.194365861479680102e-01
4.416144203559072556e-01,1.345808520948531539e-01,1.194278237972123818e-01
4.415561909958534703e-01,1.346349399530919755e-01,1.194188985560806909e-01
4.414973000896362798e-01,1.346887497704683245e-01,1.194098071887609719e-01
4.414377349926038585e-01,1.347422673631152590e-01,1.194005464747468076e-01
4.413774829866114469e-01,1.347954803574178406e-01,1.193911133416157150e-01
4.413165312971911725e-01,1.348483777670951289e-01,1.193815048304330412e-01
4.412548671874353401e-01,1.349009488987444605e-01,1.193717180154465485e-01
4.411924782282223845e-01,1.349531850918081755e-01,1.193617502100019351e-01
4.411293521364395565e-01,1.350050786500772149e-01,1.193515988408692802e-01
4.410654767926134312e-01,1.350566223454914283e-01,1.193412614066954730e-01
4.410008408166556371e-01,1.351078110502940133e-01,1.193307357295443072e-01
4.409354330390242716e-01,1.351586402341092008e-01,1.193200197235100707e-01
4.408692426966721034e-01,1.352091061126570459e-01,1.193091114422647758e-01
4.408022601156999509e-01,1.352592069006866571e-01,1.192980093134571040e-01
4.407344758138447283e-01,1.353089411598060177e-01,1.192867118300405954e-01
4.406658810825331840e-01,1.353583085330566094e-01,1.192752177161189447e-01
4.405964684776411677e-01,1.354073104308772812e-01,1.192635260735667863e-01
4.405262307225555340e-01,1.354559484864717167e-01,1.192516360529563557e-01
4.404551617555426679e-01,1.355042257588024712e-01,1.192395471355332803e-01
4.403832567569062051e-01,1.355521467644627831e-01,1.192272591406086935e-01
4.403105111062110555e-01,1.355997162366356923e-01,1.192147719391950522e-01
4.402369218294586162e-01,1.356469406421318968e-01,1.192020858212752416e-01
4.401624870068804318e-01,1.356938275578210562e-01,1.191892013451031213e-01
4.400872050469028518e-01,1.357403848847418826e-01,1.191761191485758709e-01
4.400110763358577315e-01,1.357866224704319391e-01,1.191628403482789672e-01
4.399341020350875930e-01,1.358325509251335217e-01,1.191493662483641552e-01
4.398562838825066379e-01,1.358781813996556287e-01,1.191356982873702369e-01
4.397776257463519300e-01,1.359235270417871733e-01,1.191218384003106950e-01
4.396981319929078036e-01,1.359686014660146935e-01,1.191077886382395506e-01
4.396178079209239198e-01,1.360134191253581093e-01,1.190935512634570120e-01
4.395366608899411998e-01,1.360579963260342418e-01,1.190791290051267382e-01
4.394546985656719862e-01,1.361023496486946094e-01,1.190645246616309078e-01
4.393719299349916341e-01,1.361464968231631545e-01,1.190497413244267083e-01
4.392883657874576686e-01,1.361904571472686842e-01,1.190347824848617259e-01
4.392040171356077494e-01,1.362342501116813043e-01,1.190196516834362978e-01
4.391188966421584183e-01,1.362778966227874422e-01,1.190043528212114399e-01
4.390330183831904765e-01,1.363214187995231141e-01,1.189888901080652234e-01
4.389463966820324470e-01,1.363648389754501811e-01,1.189732678075202943e-01
4.388590476928364570e-01,1.364081810776046344e-01,1.189574905796903087e-01
4.387709885458448977e-01,1.364514698825712025e-01,1.189415632961285524e-01
4.386822367326033700e-01,1.364947304928766925e-01,1.189254909068791777e-01
4.385928115631084756e-01,1.365379896530194426e-01,1.189092787570622811e-01
4.385027329328828882e-01,1.365812746362128627e-01,1.188929323190109216e-01
4.384120212726499988e-01,1.366246132210523212e-01,1.188764571842186035e-01
4.383206986344722611e-01,1.366680347171743137e-01,1.188598593051679447e-01
